AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.9,5505.07,262.72,1460.13,0.0,3782.22,3778.89,3.33,0.0,organic,2017,Orlando
2.17,8059.1,811.06,4168.04,0.0,3080.0,3080.0,0.0,0.0,organic,2017,Orlando
2.18,7422.56,780.55,3949.02,0.0,2692.99,2689.66,3.33,0.0,organic,2017,Orlando
2.15,7071.15,768.44,3446.35,0.0,2856.36,2853.03,3.33,0.0,organic,2017,Orlando
1.97,5784.5,1583.21,333.85,0.0,3867.44,3867.44,0.0,0.0,organic,2017,Orlando
2.1,6966.83,2155.29,172.57,0.0,4638.97,4638.97,0.0,0.0,organic,2017,Orlando
1.8,8624.25,1830.55,174.17,0.0,6619.53,4830.7,1788.83,0.0,organic,2017,Orlando
1.8,8800.59,1981.17,258.64,0.0,6560.78,5043.23,1517.55,0.0,organic,2017,Orlando
2.06,7139.37,3870.2,219.06,0.0,3050.11,2911.43,138.68,0.0,organic,2017,Orlando
1.57,6683.62,781.71,145.14,0.0,5756.77,2633.33,3123.44,0.0,organic,2017,Orlando
2.38,4681.64,2188.24,289.11,0.0,2204.29,1853.34,350.95,0.0,organic,2017,Orlando
1.94,7206.63,3447.75,394.43,0.0,3364.45,3364.45,0.0,0.0,organic,2017,Orlando
2.83,4269.84,2090.78,266.25,0.0,1912.81,1508.89,403.92,0.0,organic,2017,Orlando
2.31,4434.71,1570.06,215.36,0.0,2649.29,1034.11,1615.18,0.0,organic,2017,Orlando
1.8,7480.22,1901.68,218.15,0.0,5360.39,4305.28,1055.11,0.0,organic,2017,Orlando
1.54,8166.97,1228.48,140.26,0.0,6798.23,4407.59,2390.64,0.0,organic,2017,Orlando
2.06,4382.2,1487.35,118.26,0.0,2776.59,1185.55,1591.04,0.0,organic,2017,Orlando
2.2,3740.93,1292.48,144.78,0.0,2303.67,761.11,1542.56,0.0,organic,2017,Orlando
2.28,4320.91,1879.14,207.53,0.0,2234.24,968.89,1265.35,0.0,organic,2017,Orlando
2.08,4818.73,1562.36,107.79,0.0,3148.58,1042.22,2106.36,0.0,organic,2017,Orlando
1.81,5205.8,1560.07,150.65,0.0,3495.08,1844.03,1651.05,0.0,organic,2017,Orlando
1.49,6127.62,1199.5,62.28,0.0,4865.84,3905.76,960.08,0.0,organic,2017,Orlando
1.95,4611.95,1715.85,210.43,0.0,2685.67,1271.11,1414.56,0.0,organic,2017,Orlando
1.47,6055.75,580.6,63.11,0.0,5412.04,1900.01,3512.03,0.0,organic,2017,Orlando
1.26,6741.5,527.11,78.21,0.0,6136.18,3583.33,2552.85,0.0,organic,2017,Orlando
1.26,7323.72,539.1,112.35,0.0,6672.27,3426.67,3245.6,0.0,organic,2017,Orlando
1.26,6429.15,521.24,35.6,0.0,5872.31,2883.33,2988.98,0.0,organic,2017,Orlando
1.28,5686.95,558.15,26.59,0.0,5102.21,2530.0,2572.21,0.0,organic,2017,Orlando
1.6,21941.34,1822.05,2761.23,4.91,17353.15,17347.57,5.58,0.0,organic,2017,Philadelphia
1.6,23574.9,2183.15,3355.58,8.85,18027.32,17975.35,51.97,0.0,organic,2017,Philadelphia
1.59,22003.42,2266.91,3684.26,3.49,16048.76,16034.48,14.28,0.0,organic,2017,Philadelphia
1.5,28947.42,3846.15,4443.9,2.31,20655.06,20578.56,76.5,0.0,organic,2017,Philadelphia
1.63,25940.77,3952.63,6132.01,11.61,15844.52,15814.32,30.2,0.0,organic,2017,Philadelphia
1.72,18106.84,1488.01,2809.22,10.36,13799.25,13787.81,11.44,0.0,organic,2017,Philadelphia
1.75,19663.06,1425.46,2936.37,12.49,15288.74,15274.35,14.39,0.0,organic,2017,Philadelphia
1.7,26266.81,1980.93,3165.97,3.73,21116.18,21066.24,49.94,0.0,organic,2017,Philadelphia
1.7,27824.19,1836.45,3409.48,0.0,22578.26,22517.97,60.29,0.0,organic,2017,Philadelphia
1.73,27732.82,1757.98,4800.42,5.22,21169.2,21134.75,34.45,0.0,organic,2017,Philadelphia
1.65,32004.79,1948.97,4354.97,24.34,25676.51,25637.91,38.6,0.0,organic,2017,Philadelphia
1.69,31850.15,2588.95,3517.12,10.51,25733.57,25669.23,64.34,0.0,organic,2017,Philadelphia
1.58,35985.8,2204.3,2935.05,6.15,30840.3,30809.89,30.41,0.0,organic,2017,Philadelphia
1.61,32035.84,1696.86,3087.3,0.0,27251.68,27251.68,0.0,0.0,organic,2017,Philadelphia
1.57,34499.29,1640.43,3883.65,28.78,28946.43,28946.43,0.0,0.0,organic,2017,Philadelphia
1.62,30696.16,1230.31,4224.35,5.17,25236.33,25236.33,0.0,0.0,organic,2017,Philadelphia
1.67,34277.44,1551.8,5487.54,5.95,27232.15,27232.15,0.0,0.0,organic,2017,Philadelphia
1.85,27086.89,2163.23,5781.12,4.81,19137.73,19137.73,0.0,0.0,organic,2017,Philadelphia
1.92,22152.02,1564.81,4602.16,12.86,15972.19,15972.19,0.0,0.0,organic,2017,Philadelphia
1.74,28797.58,4535.82,7007.77,4.61,17249.38,17249.38,0.0,0.0,organic,2017,Philadelphia
1.79,22362.31,1014.45,4880.17,11.82,16455.87,16455.87,0.0,0.0,organic,2017,Philadelphia
1.78,20197.15,875.54,4130.82,3.69,15187.1,15176.81,10.29,0.0,organic,2017,Philadelphia
1.74,21425.41,689.81,4317.72,6.13,16411.75,16411.75,0.0,0.0,organic,2017,Philadelphia
1.59,28255.5,998.55,5290.65,7.86,21958.44,21952.74,5.7,0.0,organic,2017,Philadelphia
1.63,25573.07,2091.63,6078.08,27.59,17375.77,17372.44,3.33,0.0,organic,2017,Philadelphia
2.36,10675.62,968.76,4706.74,5.89,4994.23,4994.23,0.0,0.0,organic,2017,Philadelphia
2.33,13643.23,1162.18,6156.45,7.31,6317.29,6275.92,41.37,0.0,organic,2017,Philadelphia
2.22,14667.26,1527.5,6647.85,4.84,6487.07,6487.07,0.0,0.0,organic,2017,Philadelphia
1.89,29588.66,8254.77,14019.73,11.83,7302.33,7014.14,288.19,0.0,organic,2017,Philadelphia
2.24,18043.1,2738.47,6522.48,41.75,8740.4,8565.76,174.64,0.0,organic,2017,Philadelphia
2.01,21652.97,5098.14,8574.42,6.96,7973.45,7734.66,238.79,0.0,organic,2017,Philadelphia
2.22,15955.26,2251.74,6632.02,7.74,7063.76,7043.24,20.52,0.0,organic,2017,Philadelphia
2.25,16900.89,2303.24,7258.39,0.0,7339.26,7339.26,0.0,0.0,organic,2017,Philadelphia
2.29,17466.93,2785.9,6672.5,19.57,7988.96,7988.96,0.0,0.0,organic,2017,Philadelphia
2.25,16765.51,2383.48,6793.53,18.88,7569.62,7569.62,0.0,0.0,organic,2017,Philadelphia
1.93,23613.28,6569.77,9746.86,10.04,7286.61,7286.61,0.0,0.0,organic,2017,Philadelphia
2.17,15607.14,2318.43,5746.83,0.0,7541.88,7535.14,6.74,0.0,organic,2017,Philadelphia
1.9,25766.73,6434.9,11652.22,11.63,7667.98,7475.66,192.32,0.0,organic,2017,Philadelphia
2.23,15498.84,2748.22,6194.36,3.38,6552.88,6505.53,47.35,0.0,organic,2017,Philadelphia
1.88,23939.58,7379.43,10469.59,7.13,6083.43,6059.69,23.74,0.0,organic,2017,Philadelphia
2.18,16770.93,3649.96,6356.03,2.05,6762.89,6681.85,81.04,0.0,organic,2017,Philadelphia
1.82,25480.51,7444.63,11899.72,5.53,6130.63,5945.91,184.72,0.0,organic,2017,Philadelphia
2.33,14160.84,2593.91,5686.31,15.17,5865.45,5865.45,0.0,0.0,organic,2017,Philadelphia
1.76,22547.41,6022.07,9870.34,2.21,6652.79,6421.62,231.17,0.0,organic,2017,Philadelphia
1.68,20993.1,4201.48,11005.43,10.86,5775.33,5678.14,97.19,0.0,organic,2017,Philadelphia
1.38,64262.13,16636.2,41845.91,6.29,5773.73,5710.82,62.91,0.0,organic,2017,Philadelphia
1.91,12382.57,1625.07,4126.39,0.0,6631.11,6540.08,91.03,0.0,organic,2017,Philadelphia
1.86,11862.24,1770.92,3440.94,8.1,6642.28,6544.18,98.1,0.0,organic,2017,Philadelphia
1.9,11574.88,1374.83,3255.7,9.02,6935.33,6844.43,90.9,0.0,organic,2017,Philadelphia
2.0,10199.77,1524.38,3321.89,13.78,5339.72,5279.57,60.15,0.0,organic,2017,Philadelphia
2.0,11538.53,1218.57,3918.11,15.5,6386.35,6361.46,24.89,0.0,organic,2017,Philadelphia
2.04,10230.13,1445.86,3282.72,8.16,5493.39,5425.61,67.78,0.0,organic,2017,Philadelphia
1.98,8600.66,1221.92,3644.99,5.08,3728.67,3703.42,25.25,0.0,organic,2017,Philadelphia
1.71,14463.88,3000.73,2311.39,0.0,9151.76,9148.43,3.33,0.0,organic,2017,PhoenixTucson
1.61,18364.96,5479.83,2129.93,0.0,10755.2,10741.33,13.87,0.0,organic,2017,PhoenixTucson
1.45,17033.74,7127.47,2595.38,0.0,7310.89,7301.65,9.24,0.0,organic,2017,PhoenixTucson
1.8,10964.1,1884.55,1989.33,0.0,7090.22,7076.98,13.24,0.0,organic,2017,PhoenixTucson
1.83,10324.49,1850.85,1949.93,0.0,6523.71,6523.71,0.0,0.0,organic,2017,PhoenixTucson
1.87,11120.24,2272.35,2038.36,0.0,6809.53,6809.53,0.0,0.0,organic,2017,PhoenixTucson
1.9,12057.89,2224.57,2164.09,0.0,7669.23,7651.82,17.41,0.0,organic,2017,PhoenixTucson
1.9,12462.54,2436.77,1918.4,0.0,8107.37,8096.02,11.35,0.0,organic,2017,PhoenixTucson
1.93,10290.71,2207.93,1811.7,0.0,6271.08,6267.02,4.06,0.0,organic,2017,PhoenixTucson
1.89,12481.54,2450.25,1503.06,0.0,8528.23,8522.17,6.06,0.0,organic,2017,PhoenixTucson
1.79,10952.31,2184.07,508.22,0.0,8260.02,8254.52,5.5,0.0,organic,2017,PhoenixTucson
1.77,10197.11,2370.22,101.99,0.0,7724.9,7703.01,21.89,0.0,organic,2017,PhoenixTucson
1.78,11837.2,2749.91,124.43,0.0,8962.86,8921.88,40.98,0.0,organic,2017,PhoenixTucson
1.8,11071.7,2624.47,142.4,0.0,8304.83,8270.68,34.15,0.0,organic,2017,PhoenixTucson
1.81,12410.32,3328.26,270.47,0.0,8811.59,8808.26,3.33,0.0,organic,2017,PhoenixTucson
1.82,12009.4,3712.48,307.14,0.0,7989.78,7976.99,12.79,0.0,organic,2017,PhoenixTucson
1.85,11906.54,3667.46,633.24,0.0,7605.84,7554.42,51.42,0.0,organic,2017,PhoenixTucson
1.86,11276.86,3334.5,787.62,0.0,7154.74,7097.64,57.1,0.0,organic,2017,PhoenixTucson
2.0,16505.49,5358.19,2591.23,0.0,8556.07,8501.9,54.17,0.0,organic,2017,PhoenixTucson
2.19,11021.67,2571.39,4024.95,0.0,4425.33,4373.91,51.42,0.0,organic,2017,PhoenixTucson
2.01,9894.67,1907.11,3464.06,0.0,4523.5,4431.26,92.24,0.0,organic,2017,PhoenixTucson
1.84,10737.76,2862.01,2743.0,0.0,5132.75,5095.53,37.22,0.0,organic,2017,PhoenixTucson
1.9,10625.79,2777.53,3021.23,0.0,4827.03,4821.85,5.18,0.0,organic,2017,PhoenixTucson
2.04,10327.71,2881.74,3345.03,0.0,4100.94,4090.02,10.92,0.0,organic,2017,PhoenixTucson
2.06,10160.75,1986.97,3845.18,0.0,4328.6,3929.06,399.54,0.0,organic,2017,PhoenixTucson
1.84,11854.84,2378.75,4376.29,0.0,5099.8,2688.05,2411.75,0.0,organic,2017,PhoenixTucson
2.02,10239.04,3244.01,3587.62,0.0,3407.41,1813.81,1593.6,0.0,organic,2017,PhoenixTucson
1.94,9483.22,3115.66,3197.41,0.0,3170.15,1028.61,2141.54,0.0,organic,2017,PhoenixTucson
1.97,9720.05,3206.8,3475.47,0.0,3037.78,1052.43,1985.35,0.0,organic,2017,PhoenixTucson
1.94,10265.31,3437.29,3283.35,0.0,3544.67,1695.24,1849.43,0.0,organic,2017,PhoenixTucson
1.88,11693.79,3852.69,3456.64,0.0,4384.46,1035.19,3349.27,0.0,organic,2017,PhoenixTucson
1.94,9976.29,3632.08,3316.0,0.0,3028.21,729.36,2298.85,0.0,organic,2017,PhoenixTucson
2.06,9126.2,4146.42,3679.99,0.0,1299.79,381.04,918.75,0.0,organic,2017,PhoenixTucson
1.78,10801.99,4909.91,4204.5,0.0,1687.58,561.58,1126.0,0.0,organic,2017,PhoenixTucson
1.82,12366.01,4943.78,4878.07,0.0,2544.16,693.23,1850.93,0.0,organic,2017,PhoenixTucson
1.87,10199.4,2979.75,5256.95,0.0,1962.7,700.97,1261.73,0.0,organic,2017,PhoenixTucson
1.67,13678.61,3557.81,6186.19,0.0,3934.61,1470.08,2464.53,0.0,organic,2017,PhoenixTucson
1.51,16022.22,3513.65,5291.51,0.0,7217.06,6768.0,449.06,0.0,organic,2017,PhoenixTucson
1.39,16825.54,3717.74,4797.4,0.0,8310.4,8212.43,97.97,0.0,organic,2017,PhoenixTucson
1.38,16511.26,3853.09,4420.79,0.0,8237.38,8098.05,139.33,0.0,organic,2017,PhoenixTucson
1.37,20102.19,4708.54,5221.26,0.0,10172.39,9863.66,308.73,0.0,organic,2017,PhoenixTucson
1.35,19557.62,5590.86,4605.78,0.0,9360.98,7775.63,1585.35,0.0,organic,2017,PhoenixTucson
1.38,17655.67,4464.31,4728.74,2.29,8460.33,8211.04,249.29,0.0,organic,2017,PhoenixTucson
1.42,16463.74,3983.63,4431.24,0.0,8048.87,7854.53,194.34,0.0,organic,2017,PhoenixTucson
1.22,25773.92,5457.84,8709.92,0.0,11606.16,11557.93,48.23,0.0,organic,2017,PhoenixTucson
1.28,17934.06,4394.0,4602.73,0.0,8937.33,8929.66,7.67,0.0,organic,2017,PhoenixTucson
1.46,21516.41,4277.79,8117.59,0.0,9121.03,9084.73,36.3,0.0,organic,2017,PhoenixTucson
1.23,18884.1,5981.39,5129.05,0.0,7773.66,7773.66,0.0,0.0,organic,2017,PhoenixTucson
1.49,14419.22,4218.73,4389.86,0.0,5810.63,5789.71,20.92,0.0,organic,2017,PhoenixTucson
1.59,10333.37,2433.61,3905.32,0.0,3994.44,3964.66,29.78,0.0,organic,2017,PhoenixTucson
1.49,11582.83,3008.72,3123.32,0.0,5450.79,5443.7,7.09,0.0,organic,2017,PhoenixTucson
1.4,13244.8,3667.93,4389.06,0.0,5187.81,5140.05,47.76,0.0,organic,2017,PhoenixTucson
1.88,7740.98,2155.99,3030.64,1.2,2553.15,2547.83,5.32,0.0,organic,2017,PhoenixTucson
1.4,10651.96,941.87,13.2,0.0,9696.89,9696.89,0.0,0.0,organic,2017,Pittsburgh
1.37,10465.03,851.72,4.96,0.0,9608.35,9608.35,0.0,0.0,organic,2017,Pittsburgh
1.37,9321.92,935.25,5.12,0.0,8381.55,8378.22,3.33,0.0,organic,2017,Pittsburgh
1.39,9389.3,923.14,34.45,0.0,8431.71,8431.71,0.0,0.0,organic,2017,Pittsburgh
1.36,12342.47,1017.69,52.82,0.0,11271.96,11265.3,6.66,0.0,organic,2017,Pittsburgh
1.37,9578.39,965.14,10.53,0.0,8602.72,8596.05,6.67,0.0,organic,2017,Pittsburgh
1.44,10579.74,1176.5,31.85,0.0,9371.39,9371.39,0.0,0.0,organic,2017,Pittsburgh
1.45,11369.3,1130.66,17.72,0.0,10220.92,10217.59,3.33,0.0,organic,2017,Pittsburgh
1.43,11678.95,1191.23,12.41,0.0,10475.31,10463.09,12.22,0.0,organic,2017,Pittsburgh
1.43,11438.37,1095.47,26.46,0.0,10316.44,10309.77,6.67,0.0,organic,2017,Pittsburgh
1.43,11539.28,1240.6,10.63,0.0,10288.05,10281.38,6.67,0.0,organic,2017,Pittsburgh
1.39,13004.97,1168.25,81.55,0.0,11755.17,11748.5,6.67,0.0,organic,2017,Pittsburgh
1.35,15900.88,1108.27,24.83,0.0,14767.78,14761.11,6.67,0.0,organic,2017,Pittsburgh
1.4,11819.12,969.51,35.45,0.0,10814.16,10814.16,0.0,0.0,organic,2017,Pittsburgh
1.42,11807.12,1175.34,44.45,0.0,10587.33,10584.0,3.33,0.0,organic,2017,Pittsburgh
1.43,10257.52,1124.54,21.22,0.0,9111.76,9111.76,0.0,0.0,organic,2017,Pittsburgh
1.48,9267.69,1076.06,21.1,0.0,8170.53,8167.2,3.33,0.0,organic,2017,Pittsburgh
1.5,8523.79,1233.77,22.88,0.0,7267.14,7267.14,0.0,0.0,organic,2017,Pittsburgh
1.49,8397.14,1179.67,24.47,0.0,7193.0,7193.0,0.0,0.0,organic,2017,Pittsburgh
1.47,8511.04,990.99,14.06,0.0,7505.99,7502.66,3.33,0.0,organic,2017,Pittsburgh
1.44,9150.32,833.85,36.67,0.0,8279.8,8273.14,6.66,0.0,organic,2017,Pittsburgh
1.43,10179.13,861.22,28.71,0.0,9289.2,9289.2,0.0,0.0,organic,2017,Pittsburgh
1.43,10125.12,945.2,16.88,0.0,9163.04,9156.37,6.67,0.0,organic,2017,Pittsburgh
1.28,11391.33,388.46,22.35,0.0,10980.52,10980.52,0.0,0.0,organic,2017,Pittsburgh
1.42,8571.31,533.67,8.53,0.0,8029.11,8029.11,0.0,0.0,organic,2017,Pittsburgh
1.58,7955.6,965.46,11.98,0.0,6978.16,6974.83,3.33,0.0,organic,2017,Pittsburgh
1.58,8002.38,865.57,36.1,0.0,7100.71,7094.05,6.66,0.0,organic,2017,Pittsburgh
1.54,2406.34,165.75,0.0,0.0,2240.59,2226.75,13.84,0.0,organic,2017,Pittsburgh
1.56,2644.9,225.97,110.98,0.0,2307.95,2304.62,3.33,0.0,organic,2017,Pittsburgh
1.57,3490.48,261.56,0.0,0.0,3228.92,3228.92,0.0,0.0,organic,2017,Pittsburgh
1.55,8901.94,1034.11,27.95,0.0,7839.88,7839.88,0.0,0.0,organic,2017,Pittsburgh
1.54,6743.84,963.37,8.77,0.0,5771.7,5740.5,31.2,0.0,organic,2017,Pittsburgh
1.52,2858.31,403.32,3.54,0.0,2451.45,2372.83,78.62,0.0,organic,2017,Pittsburgh
1.49,4101.47,803.09,5.34,0.0,3293.04,2743.0,550.04,0.0,organic,2017,Pittsburgh
1.51,7538.29,937.13,25.33,0.0,6575.83,5972.78,603.05,0.0,organic,2017,Pittsburgh
1.49,9892.96,902.11,3.64,0.0,8987.21,8233.14,754.07,0.0,organic,2017,Pittsburgh
1.51,11740.75,1047.28,9.11,0.0,10684.36,10000.34,684.02,0.0,organic,2017,Pittsburgh
1.51,12174.58,981.59,14.6,0.0,11178.39,10521.57,656.82,0.0,organic,2017,Pittsburgh
1.51,9893.97,923.93,5.47,0.0,8964.57,8364.69,599.88,0.0,organic,2017,Pittsburgh
1.51,9751.92,805.98,5.46,0.0,8940.48,8410.84,529.64,0.0,organic,2017,Pittsburgh
1.5,10049.14,822.59,3.61,0.0,9222.94,8681.76,541.18,0.0,organic,2017,Pittsburgh
1.47,9927.4,800.41,22.38,0.0,9104.61,8530.84,573.77,0.0,organic,2017,Pittsburgh
1.45,9954.06,783.84,13.6,3.4,9153.22,8571.34,581.88,0.0,organic,2017,Pittsburgh
1.43,6643.48,817.44,29.79,0.0,5796.25,5282.48,513.77,0.0,organic,2017,Pittsburgh
1.41,3584.79,844.97,9.94,0.0,2729.88,2247.72,482.16,0.0,organic,2017,Pittsburgh
1.45,8805.28,828.39,3.24,0.0,7973.65,7456.43,517.22,0.0,organic,2017,Pittsburgh
1.41,8934.28,719.78,1.64,0.0,8212.86,7777.5,435.36,0.0,organic,2017,Pittsburgh
1.4,7367.61,683.24,15.93,0.0,6668.44,6350.32,318.12,0.0,organic,2017,Pittsburgh
1.43,8952.16,940.32,19.9,0.0,7991.94,7464.93,527.01,0.0,organic,2017,Pittsburgh
1.4,8828.82,768.82,5.01,0.0,8054.99,7606.17,448.82,0.0,organic,2017,Pittsburgh
1.47,7911.58,935.06,25.23,0.0,6951.29,6577.57,373.72,0.0,organic,2017,Pittsburgh
1.45,8985.72,901.71,23.73,0.0,8060.28,7578.16,482.12,0.0,organic,2017,Pittsburgh
1.5,9725.08,953.37,23.92,0.0,8747.79,8432.66,315.13,0.0,organic,2017,Pittsburgh
1.63,62228.22,3018.47,15029.08,38.91,44141.76,32311.88,11829.88,0.0,organic,2017,Plains
1.73,53663.33,2437.98,17137.62,29.27,34058.46,22547.68,11499.94,10.84,organic,2017,Plains
1.67,57922.35,1958.11,17379.12,58.63,38520.68,27431.38,11089.3,0.0,organic,2017,Plains
1.7,54723.29,1965.71,15750.0,9.73,36976.92,25074.28,11902.64,0.0,organic,2017,Plains
1.76,47265.24,2087.77,14952.84,24.23,30200.4,18480.79,11719.61,0.0,organic,2017,Plains
1.78,47738.89,1912.15,12604.73,7.28,33214.73,21333.07,11881.66,0.0,organic,2017,Plains
1.8,48924.81,2835.23,14769.82,48.37,31260.69,19421.6,11839.09,0.0,organic,2017,Plains
1.89,51340.54,937.33,18192.0,169.54,32041.67,19440.3,12601.37,0.0,organic,2017,Plains
1.89,48099.91,1006.07,13421.84,70.09,33601.91,23095.17,10506.74,0.0,organic,2017,Plains
1.88,49301.56,995.63,11209.3,273.81,36822.82,25519.81,11303.01,0.0,organic,2017,Plains
1.96,56614.23,1352.09,14045.55,375.42,40841.17,26362.82,14478.35,0.0,organic,2017,Plains
2.07,53711.04,1119.87,14609.29,414.22,37562.6,26290.94,11271.66,0.0,organic,2017,Plains
2.02,60256.56,1701.98,14818.4,366.66,43369.52,34313.95,9055.57,0.0,organic,2017,Plains
2.09,60186.09,1616.73,15507.7,1134.3,41901.3,32057.02,9844.28,0.0,organic,2017,Plains
2.13,49093.24,1296.19,15708.29,379.9,31704.85,22812.27,8884.57,8.01,organic,2017,Plains
2.12,54502.39,1296.96,16452.09,60.03,36688.72,20458.94,16229.78,0.0,organic,2017,Plains
2.09,56583.1,1504.55,16919.57,24.03,38117.92,19391.33,18726.59,0.0,organic,2017,Plains
2.12,54026.99,1395.08,19190.49,973.47,32467.95,20082.79,12385.16,0.0,organic,2017,Plains
2.01,60468.47,1074.2,22609.26,1121.4,35663.61,25961.28,9697.03,5.3,organic,2017,Plains
1.92,64189.39,1398.68,24463.43,114.98,38212.3,28827.29,9385.01,0.0,organic,2017,Plains
1.8,68831.83,1263.24,22638.51,57.32,44867.19,33840.62,11026.57,0.0,organic,2017,Plains
1.8,68525.6,2462.31,18938.49,31.05,47093.75,34485.91,12607.84,0.0,organic,2017,Plains
1.73,59314.22,1456.22,16781.86,45.32,41030.82,31277.63,9753.19,0.0,organic,2017,Plains
1.72,55116.84,2277.34,15728.39,16.57,37094.54,27524.59,9569.95,0.0,organic,2017,Plains
1.82,64457.41,3175.66,24288.09,28.46,36912.55,25384.46,11528.09,0.0,organic,2017,Plains
1.62,63609.57,2420.11,23093.17,61.27,38035.02,18331.46,19703.56,0.0,organic,2017,Plains
1.55,59145.56,1399.43,20993.46,54.01,36698.66,17049.24,19649.42,0.0,organic,2017,Plains
1.56,65066.62,3136.16,19656.54,112.27,42161.65,18213.76,23947.89,0.0,organic,2017,Plains
1.56,79491.78,4541.23,31669.43,267.93,43013.19,20340.83,22672.36,0.0,organic,2017,Plains
1.63,71995.22,7271.57,21569.39,118.23,43036.03,20516.93,22519.1,0.0,organic,2017,Plains
1.62,73160.65,4101.74,21665.84,57.86,47335.21,25286.63,22048.58,0.0,organic,2017,Plains
1.63,71551.35,3682.02,22151.54,194.47,45523.32,24299.08,21224.24,0.0,organic,2017,Plains
1.57,85984.55,4614.96,33738.22,778.72,46852.65,22566.48,24286.17,0.0,organic,2017,Plains
1.62,69358.17,3417.56,21230.05,251.83,44458.73,22549.94,21908.79,0.0,organic,2017,Plains
1.58,68236.34,2467.03,20644.8,375.91,44748.6,23886.0,20862.6,0.0,organic,2017,Plains
1.8,69732.89,2391.99,29776.85,1470.12,36093.93,19268.73,16825.2,0.0,organic,2017,Plains
1.67,70584.97,4057.02,23962.95,307.19,42257.81,26018.54,16239.27,0.0,organic,2017,Plains
1.59,85609.54,5166.93,24157.5,1783.22,54501.89,29033.98,25467.91,0.0,organic,2017,Plains
1.56,82376.37,5699.93,20029.5,5924.48,50722.46,20695.25,30027.21,0.0,organic,2017,Plains
1.55,81276.27,5032.45,22665.95,855.1,52722.77,21004.95,31717.82,0.0,organic,2017,Plains
1.51,81982.77,5449.39,23565.89,1102.12,51865.37,21163.88,30701.49,0.0,organic,2017,Plains
1.54,75867.95,5693.04,23743.93,952.64,45478.34,19921.39,25556.95,0.0,organic,2017,Plains
1.5,71708.81,5373.18,23302.63,769.18,42263.82,18086.4,24177.42,0.0,organic,2017,Plains
1.39,79590.74,6729.74,25452.37,464.44,46944.19,19928.87,27015.32,0.0,organic,2017,Plains
1.39,76034.02,6058.09,24558.45,1293.32,44124.16,20679.02,23445.14,0.0,organic,2017,Plains
1.5,55912.77,4415.63,17174.19,755.8,33567.15,18926.25,14640.9,0.0,organic,2017,Plains
1.49,59073.9,4047.83,17976.54,1009.67,36039.86,20023.2,16016.66,0.0,organic,2017,Plains
1.6,48964.14,3181.84,19535.39,151.77,26095.14,15341.1,10754.04,0.0,organic,2017,Plains
1.55,49505.09,4305.53,16857.63,935.56,27406.37,16105.53,11300.84,0.0,organic,2017,Plains
1.57,55867.65,5924.1,18291.59,3406.4,28245.56,18114.66,10130.9,0.0,organic,2017,Plains
1.56,64677.46,5384.45,18694.14,5562.78,35036.09,23848.37,11187.72,0.0,organic,2017,Plains
1.67,56310.43,4527.73,18578.92,5649.58,27554.2,21617.03,5937.17,0.0,organic,2017,Plains
1.62,47042.21,4547.17,15245.73,1366.36,25882.95,17253.74,8629.21,0.0,organic,2017,Plains
1.51,25693.99,3639.53,3807.79,0.0,18246.67,1265.87,16973.41,7.39,organic,2017,Portland
1.44,36918.84,3151.04,5172.61,1.67,28593.52,2146.48,26439.61,7.43,organic,2017,Portland
1.54,26460.36,1531.05,4505.66,5.05,20418.6,4651.98,15753.53,13.09,organic,2017,Portland
1.42,35195.1,2456.22,5456.26,13.45,27269.17,1496.88,25762.95,9.34,organic,2017,Portland
1.52,29860.53,2244.93,5328.78,0.0,22286.82,989.99,21274.46,22.37,organic,2017,Portland
1.47,32304.55,1191.41,5754.51,3.4,25355.23,1640.51,23642.86,71.86,organic,2017,Portland
1.86,21054.36,1267.18,3948.46,3.35,15835.37,1427.56,14258.78,149.03,organic,2017,Portland
1.86,18769.43,1791.82,2951.24,0.0,14026.37,1655.19,12367.46,3.72,organic,2017,Portland
2.45,17023.02,2068.98,2392.02,0.0,12562.02,1473.33,11077.58,11.11,organic,2017,Portland
2.49,17335.77,2011.28,2499.56,0.0,12824.93,1483.24,11325.08,16.61,organic,2017,Portland
2.48,15825.16,1737.93,2304.96,1.66,11780.61,1490.66,10277.06,12.89,organic,2017,Portland
2.71,16796.38,1671.14,2449.35,6.61,12669.28,1435.65,11233.63,0.0,organic,2017,Portland
2.85,16818.84,1802.17,2450.42,1.64,12564.61,1712.22,10852.39,0.0,organic,2017,Portland
2.86,16126.21,188.42,2362.6,1.64,13573.55,1314.56,12249.89,9.1,organic,2017,Portland
2.81,13513.91,179.73,1941.11,0.0,11393.07,1399.19,9963.02,30.86,organic,2017,Portland
2.83,14321.85,236.27,2269.84,9.78,11805.96,1404.53,10377.89,23.54,organic,2017,Portland
2.84,14781.24,182.73,1918.62,6.53,12673.36,1401.92,11193.49,77.95,organic,2017,Portland
2.84,17417.97,176.24,2517.99,0.0,14723.74,1616.39,13002.18,105.17,organic,2017,Portland
2.85,15474.64,197.18,2404.96,22.63,12849.87,1238.37,11611.5,0.0,organic,2017,Portland
2.57,15490.38,582.87,4084.97,13.06,10809.48,1081.11,9721.11,7.26,organic,2017,Portland
2.33,20028.66,3505.69,2495.68,0.0,14027.29,1686.43,12340.86,0.0,organic,2017,Portland
