"pollution","dew","temp","press","wnd_dir","wnd_spd","snow","rain","Year","Month (number)","Hour"
82,18,21,1008,2,3.58,0,0,2014,8,4
52,17,20,1008,2,5.37,0,0,2014,8,5
46,17,20,1008,2,7.16,0,0,2014,8,6
33,19,22,1009,1,0.45,0,0,2014,8,7
37,19,24,1009,3,1.79,0,0,2014,8,8
49,18,26,1009,3,3.58,0,0,2014,8,9
71,17,29,1009,1,0.89,0,0,2014,8,10
68,18,31,1009,1,1.78,0,0,2014,8,11
48,18,31,1008,1,2.67,0,0,2014,8,12
44,19,32,1008,1,3.56,0,0,2014,8,13
38,18,32,1007,1,6.69,0,0,2014,8,14
28,16,33,1006,0,3.13,0,0,2014,8,15
52,16,33,1006,0,6.26,0,0,2014,8,16
63,17,32,1006,0,9.39,0,0,2014,8,17
56,18,31,1006,0,12.52,0,0,2014,8,18
61,19,28,1006,0,14.31,0,0,2014,8,19
74,19,27,1007,1,0.89,0,0,2014,8,20
80,19,24,1007,0,0.89,0,0,2014,8,21
89,20,26,1008,0,2.68,0,0,2014,8,22
97,20,25,1008,1,0.89,0,0,2014,8,23
172,22,25,1008,0,3.13,0,0,2014,8,0
209,21,25,1008,0,4.92,0,0,2014,8,1
72,21,25,1008,0,8.05,0,0,2014,8,2
19,18,22,1008,0,11.18,0,0,2014,8,3
23,17,23,1009,0,16.1,0,0,2014,8,4
31,17,22,1010,0,20.12,0,0,2014,8,5
27,17,20,1011,3,1.79,0,0,2014,8,6
33,18,23,1010,1,0.89,0,0,2014,8,7
38,17,24,1010,3,1.79,0,0,2014,8,8
36,18,25,1010,3,4.92,0,0,2014,8,9
39,18,27,1010,2,1.79,0,0,2014,8,10
44,17,29,1010,2,3.58,0,0,2014,8,11
37,17,30,1010,1,1.79,0,0,2014,8,12
36,17,30,1010,0,3.13,0,0,2014,8,13
28,16,30,1009,0,8.05,0,0,2014,8,14
38,16,30,1009,0,12.97,0,0,2014,8,15
23,16,30,1009,0,16.1,0,0,2014,8,16
20,16,30,1010,0,19.23,0,0,2014,8,17
20,17,28,1010,0,22.36,0,0,2014,8,18
35,18,27,1010,0,24.15,0,0,2014,8,19
44,18,26,1011,0,25.94,0,0,2014,8,20
55,18,24,1012,1,0.89,0,0,2014,8,21
73,19,24,1011,3,0.89,0,0,2014,8,22
81,19,23,1011,1,0.89,0,0,2014,8,23
93,19,22,1011,0,0.89,0,0,2014,8,0
91,19,22,1012,0,1.78,0,0,2014,8,1
51,19,22,1012,3,0.89,0,0,2014,8,2
56,18,21,1012,3,1.78,0,0,2014,8,3
56,17,22,1011,1,0.45,0,0,2014,8,4
34,17,20,1012,2,3.13,0,0,2014,8,5
35,17,20,1012,2,4.92,0,0,2014,8,6
27,17,22,1012,2,8.94,0,0,2014,8,7
26,17,24,1013,3,1.79,0,0,2014,8,8
39,17,25,1013,3,3.58,0,0,2014,8,9
35,18,27,1013,1,0.89,0,0,2014,8,10
38,19,28,1012,0,1.79,0,0,2014,8,11
59,19,28,1012,0,3.58,0,0,2014,8,12
69,19,29,1012,0,6.71,0,0,2014,8,13
80,18,29,1011,0,9.84,0,0,2014,8,14
74,19,30,1010,0,12.97,0,0,2014,8,15
0,18,30,1010,0,16.99,0,0,2014,8,16
0,18,30,1010,0,21.01,0,0,2014,8,17
65,18,29,1010,0,24.14,0,0,2014,8,18
71,18,28,1011,0,28.16,0,0,2014,8,19
71,18,27,1011,0,31.29,0,0,2014,8,20
74,18,25,1012,0,33.08,0,0,2014,8,21
57,16,26,1012,0,37.1,0,0,2014,8,22
60,16,26,1012,0,40.23,0,0,2014,8,23
74,17,23,1012,0,42.02,0,0,2014,8,0
61,18,22,1012,0,42.91,0,0,2014,8,1
66,18,21,1011,1,0.89,0,0,2014,8,2
74,18,21,1012,3,1.79,0,0,2014,8,3
88,18,20,1011,0,0.89,0,0,2014,8,4
94,18,21,1012,1,0.89,0,0,2014,8,5
97,19,20,1012,0,0.89,0,0,2014,8,6
111,19,22,1012,3,0.89,0,0,2014,8,7
107,19,25,1013,2,3.13,0,0,2014,8,8
123,19,27,1013,2,4.92,0,0,2014,8,9
97,19,29,1013,1,0.89,0,0,2014,8,10
93,20,30,1012,1,1.78,0,0,2014,8,11
78,19,30,1012,1,3.57,0,0,2014,8,12
69,19,32,1011,0,4.02,0,0,2014,8,13
61,18,33,1010,0,7.15,0,0,2014,8,14
55,17,33,1010,0,11.17,0,0,2014,8,15
48,17,32,1009,0,16.09,0,0,2014,8,16
13,16,32,1009,0,20.11,0,0,2014,8,17
59,17,31,1009,0,24.13,0,0,2014,8,18
74,17,29,1009,0,28.15,0,0,2014,8,19
80,19,28,1010,0,32.17,0,0,2014,8,20
84,19,28,1010,0,35.3,0,0,2014,8,21
78,19,26,1010,0,37.09,0,0,2014,8,22
70,19,26,1010,0,38.88,0,0,2014,8,23
73,19,25,1010,0,40.67,0,0,2014,8,0
71,19,25,1010,0,42.46,0,0,2014,8,1
68,19,23,1010,0,44.25,0,0,2014,8,2
88,19,22,1010,0,46.04,0,0,2014,8,3
99,19,22,1009,0,46.93,0,0,2014,8,4
104,19,21,1010,0,48.72,0,0,2014,8,5
106,19,21,1010,0,49.61,0,0,2014,8,6
115,19,23,1010,3,0.89,0,0,2014,8,7
112,19,25,1010,1,0.89,0,0,2014,8,8
114,20,27,1010,1,1.78,0,0,2014,8,9
107,21,28,1010,0,1.79,0,0,2014,8,10
99,21,30,1010,1,1.79,0,0,2014,8,11
81,19,32,1009,0,4.92,0,0,2014,8,12
69,18,32,1008,0,9.84,0,0,2014,8,13
69,17,33,1007,0,14.76,0,0,2014,8,14
77,16,33,1006,0,20.57,0,0,2014,8,15
0,17,33,1006,0,25.49,0,0,2014,8,16
0,18,32,1006,0,30.41,0,0,2014,8,17
0,18,31,1006,0,34.43,0,0,2014,8,18
0,18,29,1007,0,37.56,0,0,2014,8,19
0,19,28,1007,0,40.69,0,0,2014,8,20
0,19,28,1007,0,42.48,0,0,2014,8,21
0,19,27,1008,0,45.61,0,0,2014,8,22
0,19,27,1008,0,47.4,0,0,2014,8,23
0,19,26,1008,0,50.53,0,0,2014,8,0
99,19,25,1007,0,52.32,0,0,2014,8,1
112,20,24,1007,1,0.45,0,0,2014,8,2
119,20,23,1007,0,1.79,0,0,2014,8,3
122,20,23,1007,0,2.68,0,0,2014,8,4
133,20,23,1007,1,0.89,0,0,2014,8,5
133,20,23,1007,3,0.89,0,0,2014,8,6
140,20,24,1007,1,0.89,0,0,2014,8,7
153,21,24,1008,1,1.78,0,1,2014,8,8
173,21,25,1008,1,2.67,0,0,2014,8,9
169,21,27,1008,1,3.56,0,1,2014,8,10
163,20,29,1008,1,4.45,0,0,2014,8,11
138,20,31,1006,0,1.79,0,0,2014,8,12
141,21,32,1006,0,3.58,0,0,2014,8,13
137,21,32,1005,0,5.37,0,0,2014,8,14
134,21,32,1005,0,10.29,0,0,2014,8,15
123,21,32,1005,0,14.31,0,0,2014,8,16
113,20,32,1005,0,18.33,0,0,2014,8,17
115,20,32,1005,0,20.12,0,0,2014,8,18
123,21,29,1006,0,21.91,0,0,2014,8,19
145,20,29,1008,3,5.81,0,0,2014,8,20
69,17,24,1009,0,4.92,0,0,2014,8,21
19,16,25,1009,0,9.84,0,0,2014,8,22
26,17,24,1008,2,4.92,0,0,2014,8,23
22,17,24,1008,2,9.84,0,0,2014,8,0
23,18,23,1008,3,1.79,0,0,2014,8,1
21,17,23,1008,3,4.92,0,0,2014,8,2
23,18,21,1008,1,0.89,0,0,2014,8,3
18,18,20,1008,1,1.78,0,0,2014,8,4
24,18,20,1008,2,1.79,0,0,2014,8,5
30,18,20,1008,2,3.58,0,0,2014,8,6
19,19,22,1009,2,5.37,0,0,2014,8,7
23,19,24,1009,3,1.79,0,0,2014,8,8
19,19,25,1009,1,0.89,0,0,2014,8,9
22,19,26,1009,1,1.78,0,0,2014,8,10
31,20,27,1009,1,2.67,0,0,2014,8,11
42,19,27,1008,1,3.56,0,0,2014,8,12
41,19,27,1007,0,1.79,0,0,2014,8,13
56,19,28,1007,0,4.92,0,0,2014,8,14
72,19,28,1006,1,0.89,0,0,2014,8,15
76,19,28,1006,0,3.13,0,0,2014,8,16
87,20,28,1006,1,0.89,0,0,2014,8,17
91,20,27,1005,0,1.79,0,0,2014,8,18
97,20,27,1006,0,3.58,0,0,2014,8,19
110,20,25,1006,1,0.89,0,0,2014,8,20
124,21,24,1006,0,0.89,0,0,2014,8,21
123,21,24,1007,1,0.45,0,0,2014,8,22
110,21,24,1006,0,0.89,0,0,2014,8,23
115,21,24,1006,0,2.68,0,0,2014,8,0
120,21,24,1006,0,3.57,0,0,2014,8,1
149,22,25,1006,0,6.7,0,1,2014,8,2
142,21,23,1006,1,0.89,0,0,2014,8,3
142,21,22,1006,1,1.78,0,0,2014,8,4
128,20,22,1006,1,2.67,0,0,2014,8,5
120,21,22,1006,3,0.89,0,0,2014,8,6
138,21,22,1006,1,0.89,0,0,2014,8,7
134,20,24,1006,1,1.78,0,0,2014,8,8
153,20,26,1006,1,2.67,0,0,2014,8,9
133,21,28,1006,1,3.56,0,0,2014,8,10
134,21,29,1006,1,5.35,0,0,2014,8,11
116,20,30,1005,0,1.79,0,0,2014,8,12
106,19,32,1004,1,1.79,0,0,2014,8,13
87,18,32,1003,1,2.68,0,0,2014,8,14
83,19,32,1003,0,3.13,0,0,2014,8,15
108,19,31,1003,0,6.26,0,0,2014,8,16
95,20,32,1003,0,9.39,0,0,2014,8,17
104,21,31,1003,0,11.18,0,0,2014,8,18
118,21,30,1004,0,14.31,0,0,2014,8,19
133,22,28,1004,0,16.1,0,0,2014,8,20
151,23,27,1005,1,0.89,0,0,2014,8,21
171,22,27,1006,0,1.79,0,0,2014,8,22
35,18,25,1006,2,7.15,0,0,2014,8,23
26,19,24,1006,2,11.17,0,1,2014,8,0
20,18,22,1006,3,1.79,0,2,2014,8,1
25,19,22,1005,2,4.92,0,0,2014,8,2
31,19,22,1006,2,8.05,0,0,2014,8,3
35,20,22,1006,1,0.89,0,0,2014,8,4
39,20,22,1007,0,3.13,0,0,2014,8,5
45,20,22,1007,0,4.02,0,0,2014,8,6
29,20,22,1007,1,0.89,0,0,2014,8,7
3,19,24,1008,2,4.02,0,0,2014,8,8
6,15,27,1007,2,8.94,0,0,2014,8,9
7,12,27,1007,2,14.75,0,0,2014,8,10
5,12,31,1007,2,17.88,0,0,2014,8,11
4,11,30,1007,1,0.89,0,0,2014,8,12
8,12,32,1006,1,4.02,0,0,2014,8,13
6,12,32,1006,1,5.81,0,0,2014,8,14
10,12,32,1005,1,6.7,0,0,2014,8,15
7,12,32,1005,1,8.49,0,0,2014,8,16
6,12,30,1006,0,3.13,0,0,2014,8,17
7,15,29,1006,0,6.26,0,0,2014,8,18
12,17,27,1007,0,8.05,0,0,2014,8,19
17,19,26,1008,0,11.18,0,0,2014,8,20
46,19,26,1009,0,12.97,0,0,2014,8,21
44,17,24,1010,0,14.76,0,0,2014,8,22
38,18,23,1010,1,0.89,0,0,2014,8,23
25,18,22,1010,0,0.89,0,0,2014,8,0
16,18,22,1010,3,0.89,0,0,2014,8,1
27,18,21,1010,3,1.78,0,0,2014,8,2
24,17,20,1011,2,1.79,0,0,2014,8,3
27,16,19,1011,2,3.58,0,0,2014,8,4
19,16,18,1011,2,5.37,0,0,2014,8,5
15,16,18,1011,2,8.5,0,0,2014,8,6
16,17,22,1012,2,11.63,0,0,2014,8,7
17,14,24,1012,3,3.13,0,0,2014,8,8
17,12,27,1012,2,3.13,0,0,2014,8,9
10,11,29,1012,2,8.05,0,0,2014,8,10
7,11,30,1012,3,4.02,0,0,2014,8,11
7,11,31,1011,2,4.02,0,0,2014,8,12
9,9,32,1011,2,8.04,0,0,2014,8,13
7,8,32,1010,1,1.79,0,0,2014,8,14
9,9,32,1009,0,1.79,0,0,2014,8,15
6,8,32,1009,0,3.58,0,0,2014,8,16
6,9,31,1009,0,5.37,0,0,2014,8,17
8,9,30,1009,0,7.16,0,0,2014,8,18
11,9,29,1010,0,11.18,0,0,2014,8,19
18,9,28,1011,0,15.2,0,0,2014,8,20
21,11,27,1012,0,19.22,0,0,2014,8,21
30,11,27,1012,0,23.24,0,0,2014,8,22
26,13,22,1012,3,1.79,0,0,2014,8,23
26,14,21,1013,1,0.89,0,0,2014,8,0
41,15,19,1013,1,1.34,0,0,2014,8,1
35,15,19,1012,0,1.79,0,0,2014,8,2
39,14,18,1013,2,1.79,0,0,2014,8,3
40,13,18,1013,2,3.58,0,0,2014,8,4
23,13,16,1013,2,6.71,0,0,2014,8,5
27,13,17,1014,2,9.84,0,0,2014,8,6
15,14,21,1014,2,13.86,0,0,2014,8,7
19,13,25,1014,2,15.65,0,0,2014,8,8
19,12,27,1014,2,18.78,0,0,2014,8,9
17,10,30,1014,2,20.57,0,0,2014,8,10
17,10,32,1014,1,0.89,0,0,2014,8,11
13,9,33,1013,1,1.78,0,0,2014,8,12
10,7,34,1013,3,1.79,0,0,2014,8,13
6,5,35,1012,1,1.79,0,0,2014,8,14
8,4,35,1012,1,4.92,0,0,2014,8,15
10,4,35,1011,1,6.71,0,0,2014,8,16
6,5,34,1011,1,7.6,0,0,2014,8,17
13,8,32,1011,0,1.79,0,0,2014,8,18
19,7,30,1012,0,5.81,0,0,2014,8,19
27,8,29,1012,0,8.94,0,0,2014,8,20
31,9,30,1012,0,12.07,0,0,2014,8,21
29,9,28,1012,0,15.2,0,0,2014,8,22
39,13,22,1013,3,1.79,0,0,2014,8,23
57,14,21,1013,0,1.79,0,0,2014,8,0
71,15,20,1013,1,0.45,0,0,2014,8,1
68,15,19,1013,1,1.34,0,0,2014,8,2
79,14,19,1013,1,1.79,0,0,2014,8,3
89,14,18,1013,1,2.68,0,0,2014,8,4
45,13,17,1013,1,3.13,0,0,2014,8,5
31,13,17,1013,2,1.79,0,0,2014,8,6
21,15,19,1014,2,4.92,0,0,2014,8,7
27,13,25,1014,2,8.05,0,0,2014,8,8
24,13,27,1014,3,1.79,0,0,2014,8,9
30,13,29,1014,1,0.89,0,0,2014,8,10
25,11,32,1014,1,1.78,0,0,2014,8,11
38,13,33,1013,0,1.79,0,0,2014,8,12
43,13,34,1013,1,3.13,0,0,2014,8,13
48,11,34,1012,0,4.02,0,0,2014,8,14
48,12,34,1012,0,8.04,0,0,2014,8,15
47,14,33,1012,0,12.96,0,0,2014,8,16
63,14,33,1012,0,17.88,0,0,2014,8,17
62,13,31,1012,0,21.01,0,0,2014,8,18
67,14,29,1012,0,22.8,0,0,2014,8,19
73,16,25,1013,1,0.89,0,0,2014,8,20
82,17,24,1013,0,1.79,0,0,2014,8,21
94,16,26,1013,0,3.58,0,0,2014,8,22
93,16,26,1013,0,5.37,0,0,2014,8,23
89,17,24,1013,0,6.26,0,0,2014,8,0
90,17,24,1013,0,8.05,0,0,2014,8,1
100,17,23,1013,0,8.94,0,0,2014,8,2
103,16,24,1013,1,0.89,0,0,2014,8,3
108,18,22,1014,3,0.89,0,0,2014,8,4
91,17,22,1014,3,1.78,0,0,2014,8,5
83,17,23,1014,1,0.45,0,0,2014,8,6
69,18,24,1015,1,1.34,0,0,2014,8,7
64,17,24,1015,1,2.23,0,0,2014,8,8
67,17,25,1015,2,1.79,0,0,2014,8,9
62,17,25,1015,1,0.89,0,0,2014,8,10
68,16,25,1015,2,4.02,0,0,2014,8,11
66,15,28,1015,2,7.15,0,0,2014,8,12
60,16,28,1015,1,1.79,0,0,2014,8,13
73,16,28,1014,1,2.68,0,0,2014,8,14
80,16,28,1013,1,3.57,0,1,2014,8,15
80,18,27,1013,1,4.46,0,2,2014,8,16
84,19,27,1013,0,1.79,0,3,2014,8,17
98,19,26,1013,0,3.58,0,4,2014,8,18
99,21,24,1013,0,4.47,0,5,2014,8,19
129,19,20,1013,2,7.15,0,6,2014,8,20
125,18,20,1015,0,4.92,0,0,2014,8,21
74,18,19,1016,2,3.13,0,0,2014,8,22
58,18,19,1016,0,1.79,0,1,2014,8,23
79,18,19,1015,3,1.79,0,0,2014,8,0
77,18,19,1015,2,1.79,0,0,2014,8,1
80,19,20,1016,0,4.02,0,1,2014,8,2
85,18,19,1015,1,0.89,0,2,2014,8,3
74,18,19,1015,3,1.79,0,0,2014,8,4
78,18,19,1015,2,1.79,0,0,2014,8,5
90,18,19,1015,3,1.79,0,0,2014,8,6
89,18,19,1015,3,2.68,0,0,2014,8,7
68,18,21,1016,1,0.89,0,0,2014,8,8
71,18,23,1016,1,1.78,0,0,2014,8,9
66,19,24,1016,2,1.79,0,0,2014,8,10
59,18,26,1016,1,0.89,0,0,2014,8,11
49,18,26,1016,1,2.68,0,0,2014,8,12
62,18,26,1015,1,3.57,0,0,2014,8,13
74,19,26,1015,0,1.79,0,0,2014,8,14
81,18,26,1015,1,0.89,0,0,2014,8,15
85,18,27,1015,1,1.78,0,0,2014,8,16
88,18,26,1014,0,1.79,0,0,2014,8,17
87,19,26,1015,0,2.68,0,0,2014,8,18
95,20,24,1015,0,3.57,0,0,2014,8,19
121,20,23,1015,1,0.89,0,0,2014,8,20
139,20,22,1016,1,1.34,0,0,2014,8,21
132,21,22,1016,0,1.79,0,0,2014,8,22
111,21,22,1016,0,2.68,0,0,2014,8,23
107,20,23,1016,0,3.57,0,0,2014,8,0
102,20,22,1016,3,1.79,0,0,2014,8,1
125,20,22,1016,1,0.89,0,0,2014,8,2
174,20,22,1016,1,1.78,0,0,2014,8,3
151,20,21,1016,1,2.67,0,0,2014,8,4
154,20,21,1016,3,1.79,0,0,2014,8,5
163,20,22,1016,3,3.58,0,0,2014,8,6
148,20,22,1016,1,0.89,0,1,2014,8,7
152,20,22,1016,2,1.79,0,0,2014,8,8
151,20,23,1016,1,0.89,0,0,2014,8,9
160,20,24,1016,1,1.78,0,0,2014,8,10
173,21,24,1015,3,1.79,0,0,2014,8,11
196,21,25,1015,3,3.58,0,0,2014,8,12
181,21,25,1014,3,5.37,0,0,2014,8,13
183,21,25,1013,0,3.13,0,0,2014,8,14
130,21,25,1013,1,0.89,0,1,2014,8,15
158,22,24,1013,1,1.78,0,0,2014,8,16
164,22,24,1013,3,1.79,0,0,2014,8,17
149,21,23,1012,0,1.79,0,0,2014,8,18
141,21,22,1013,1,0.89,0,0,2014,8,19
143,20,22,1013,0,0.89,0,0,2014,8,20
143,20,22,1014,0,2.68,0,0,2014,8,21
138,21,22,1013,1,0.89,0,0,2014,8,22
102,20,22,1014,0,3.13,0,1,2014,8,23
100,20,21,1014,3,1.79,0,2,2014,8,0
107,20,21,1013,1,0.89,0,3,2014,8,1
131,20,21,1013,1,1.78,0,0,2014,8,2
139,20,21,1013,3,0.89,0,0,2014,8,3
121,20,21,1012,3,2.68,0,0,2014,8,4
97,20,21,1013,2,1.79,0,0,2014,8,5
86,20,21,1013,2,3.58,0,0,2014,8,6
85,20,21,1013,1,0.89,0,0,2014,8,7
79,20,21,1013,1,1.78,0,0,2014,8,8
80,21,23,1014,0,1.79,0,0,2014,8,9
105,21,23,1013,3,3.13,0,0,2014,8,10
61,20,24,1013,3,4.92,0,0,2014,8,11
58,19,25,1013,1,0.89,0,0,2014,8,12
55,20,26,1013,0,1.79,0,0,2014,8,13
65,21,27,1012,0,4.92,0,0,2014,8,14
78,20,26,1012,0,9.84,0,0,2014,8,15
79,20,26,1012,0,13.86,0,0,2014,8,16
71,20,22,1012,3,4.02,0,1,2014,8,17
72,20,22,1012,0,1.79,0,2,2014,8,18
75,21,22,1013,3,1.79,0,0,2014,8,19
93,21,22,1013,2,0.89,0,0,2014,8,20
99,21,21,1014,2,2.68,0,0,2014,8,21
104,20,21,1014,2,3.57,0,0,2014,8,22
104,20,21,1014,3,0.89,0,0,2014,8,23
103,20,20,1014,3,1.78,0,0,2014,9,0
96,20,20,1014,0,0.89,0,0,2014,9,1
95,21,21,1014,1,0.45,0,0,2014,9,2
87,21,21,1014,0,0.89,0,0,2014,9,3
96,21,21,1014,1,0.89,0,0,2014,9,4
102,20,21,1013,0,0.89,0,0,2014,9,5
101,20,21,1014,3,0.89,0,0,2014,9,6
106,20,21,1014,1,0.89,0,0,2014,9,7
109,20,22,1014,0,1.79,0,0,2014,9,8
123,20,23,1014,0,3.58,0,0,2014,9,9
132,20,24,1014,0,5.37,0,0,2014,9,10
139,20,25,1014,0,7.16,0,0,2014,9,11
144,20,25,1013,0,8.95,0,0,2014,9,12
153,20,25,1012,0,10.74,0,0,2014,9,13
146,21,26,1011,0,12.53,0,1,2014,9,14
163,21,22,1011,1,4.02,0,3,2014,9,15
95,20,22,1011,3,4.02,0,4,2014,9,16
149,22,23,1011,1,0.89,0,0,2014,9,17
157,22,23,1011,3,0.89,0,0,2014,9,18
163,22,23,1011,2,1.79,0,2,2014,9,19
175,20,21,1011,3,1.79,0,3,2014,9,20
84,19,20,1012,2,8.94,0,5,2014,9,21
25,19,20,1012,0,3.13,0,0,2014,9,22
21,19,20,1011,0,4.92,0,0,2014,9,23
36,19,20,1011,1,0.89,0,0,2014,9,0
50,19,20,1010,1,1.78,0,1,2014,9,1
59,20,20,1011,1,2.67,0,2,2014,9,2
49,19,20,1010,3,0.89,0,3,2014,9,3
30,19,20,1010,2,1.79,0,4,2014,9,4
28,19,20,1009,3,1.79,0,5,2014,9,5
27,19,19,1010,2,1.79,0,6,2014,9,6
21,19,19,1010,2,3.58,0,7,2014,9,7
21,19,20,1010,0,1.79,0,8,2014,9,8
25,20,20,1010,3,1.79,0,9,2014,9,9
34,20,21,1011,3,3.58,0,0,2014,9,10
37,20,21,1010,3,5.37,0,1,2014,9,11
39,19,21,1010,1,0.89,0,0,2014,9,12
36,19,21,1010,3,1.79,0,0,2014,9,13
19,20,24,1010,3,3.58,0,0,2014,9,14
23,19,21,1010,0,1.79,0,0,2014,9,15
24,19,21,1010,3,1.79,0,1,2014,9,16
25,19,20,1011,1,0.89,0,2,2014,9,17
12,18,20,1011,3,3.13,0,3,2014,9,18
9,18,20,1011,2,3.13,0,0,2014,9,19
8,17,21,1012,3,3.13,0,0,2014,9,20
10,16,21,1012,3,4.92,0,0,2014,9,21
6,17,19,1012,2,1.79,0,0,2014,9,22
11,17,19,1012,2,3.58,0,0,2014,9,23
10,16,18,1012,1,0.45,0,0,2014,9,0
9,16,17,1011,2,3.13,0,0,2014,9,1
9,16,17,1011,2,6.26,0,0,2014,9,2
12,15,17,1011,3,0.89,0,0,2014,9,3
9,15,16,1011,2,1.79,0,0,2014,9,4
7,15,16,1011,2,4.92,0,0,2014,9,5
6,15,16,1011,2,8.05,0,0,2014,9,6
14,15,19,1012,2,12.07,0,0,2014,9,7
11,16,21,1012,2,15.2,0,0,2014,9,8
17,16,23,1012,2,18.33,0,0,2014,9,9
16,15,25,1012,2,21.46,0,0,2014,9,10
13,13,27,1011,1,0.89,0,0,2014,9,11
8,12,28,1010,1,2.68,0,0,2014,9,12
12,12,28,1009,2,1.79,0,0,2014,9,13
10,11,29,1008,0,3.13,0,0,2014,9,14
12,10,31,1007,1,0.89,0,0,2014,9,15
11,11,30,1006,0,4.92,0,0,2014,9,16
16,12,30,1006,0,10.73,0,0,2014,9,17
12,13,28,1006,0,14.75,0,0,2014,9,18
11,13,27,1006,0,19.67,0,0,2014,9,19
15,13,26,1006,0,24.59,0,0,2014,9,20
21,13,25,1007,0,26.38,0,0,2014,9,21
19,15,21,1007,1,0.89,0,0,2014,9,22
23,16,19,1006,1,1.78,0,0,2014,9,23
23,16,18,1006,3,1.79,0,0,2014,9,0
51,16,17,1006,3,2.68,0,0,2014,9,1
38,16,17,1006,3,3.57,0,0,2014,9,2
47,15,16,1006,1,0.89,0,0,2014,9,3
50,15,16,1005,1,1.78,0,0,2014,9,4
54,15,15,1005,2,0.89,0,0,2014,9,5
53,14,15,1006,2,2.68,0,0,2014,9,6
56,17,19,1006,2,4.47,0,0,2014,9,7
81,16,22,1006,2,6.26,0,0,2014,9,8
48,15,24,1006,1,0.89,0,0,2014,9,9
44,15,27,1006,1,1.78,0,0,2014,9,10
27,16,29,1005,0,1.79,0,0,2014,9,11
31,14,31,1005,1,1.79,0,0,2014,9,12
45,14,33,1004,0,3.13,0,0,2014,9,13
33,12,34,1003,0,7.15,0,0,2014,9,14
17,12,34,1003,0,12.07,0,0,2014,9,15
15,14,34,1003,0,16.99,0,0,2014,9,16
27,15,33,1003,0,21.01,0,0,2014,9,17
35,16,30,1003,0,25.93,0,0,2014,9,18
31,17,28,1004,0,29.06,0,0,2014,9,19
38,19,23,1004,0,29.95,0,0,2014,9,20
60,18,23,1005,1,0.89,0,0,2014,9,21
49,17,24,1006,0,1.79,0,0,2014,9,22
52,17,22,1006,0,4.92,0,0,2014,9,23
60,17,22,1006,0,8.05,0,0,2014,9,0
61,16,21,1006,0,11.18,0,0,2014,9,1
64,16,20,1006,1,0.89,0,0,2014,9,2
74,16,19,1007,3,0.89,0,0,2014,9,3
80,16,19,1007,1,0.89,0,0,2014,9,4
76,16,18,1008,3,1.79,0,0,2014,9,5
70,16,18,1009,3,3.58,0,0,2014,9,6
73,17,20,1010,3,4.47,0,0,2014,9,7
86,16,21,1011,3,6.26,0,0,2014,9,8
93,17,23,1011,1,0.89,0,0,2014,9,9
96,18,25,1011,0,3.13,0,0,2014,9,10
109,19,26,1011,0,6.26,0,0,2014,9,11
109,19,27,1011,0,9.39,0,0,2014,9,12
114,20,29,1010,0,11.18,0,0,2014,9,13
90,19,29,1009,0,14.31,0,0,2014,9,14
74,19,29,1009,0,17.44,0,0,2014,9,15
75,19,29,1009,0,20.57,0,0,2014,9,16
68,19,28,1009,0,24.59,0,0,2014,9,17
70,19,27,1009,0,27.72,0,0,2014,9,18
88,20,26,1009,0,30.85,0,0,2014,9,19
143,21,25,1010,0,33.98,0,0,2014,9,20
155,20,25,1011,0,37.11,0,0,2014,9,21
147,20,23,1011,0,38.9,0,0,2014,9,22
143,20,23,1011,0,42.03,0,0,2014,9,23
148,20,22,1012,3,0.89,0,0,2014,9,0
157,20,22,1012,1,0.89,0,0,2014,9,1
152,21,22,1011,0,1.79,0,0,2014,9,2
152,20,22,1012,0,3.58,0,0,2014,9,3
147,20,21,1011,0,5.37,0,0,2014,9,4
143,20,21,1012,0,6.26,0,0,2014,9,5
139,20,21,1012,0,8.05,0,0,2014,9,6
142,20,21,1012,1,0.89,0,0,2014,9,7
139,20,22,1013,3,0.89,0,0,2014,9,8
133,20,24,1013,1,0.89,0,0,2014,9,9
137,20,25,1013,0,1.79,0,0,2014,9,10
138,20,27,1012,1,0.89,0,0,2014,9,11
138,20,27,1012,0,1.79,0,0,2014,9,12
132,20,28,1011,0,3.58,0,0,2014,9,13
135,20,28,1010,0,6.71,0,0,2014,9,14
127,20,28,1010,0,9.84,0,0,2014,9,15
109,20,28,1009,0,13.86,0,0,2014,9,16
94,20,28,1009,0,15.65,0,0,2014,9,17
100,19,27,1009,0,17.44,0,0,2014,9,18
110,18,27,1009,0,20.57,0,0,2014,9,19
123,20,25,1009,0,23.7,0,0,2014,9,20
132,20,25,1009,0,27.72,0,0,2014,9,21
138,19,24,1009,0,30.85,0,0,2014,9,22
151,19,24,1009,0,33.98,0,0,2014,9,23
162,19,24,1009,0,35.77,0,0,2014,9,0
155,19,24,1009,0,37.56,0,0,2014,9,1
143,19,24,1009,0,39.35,0,0,2014,9,2
145,20,22,1008,0,40.24,0,0,2014,9,3
147,20,22,1008,0,42.03,0,0,2014,9,4
154,19,22,1008,0,43.82,0,1,2014,9,5
163,20,22,1008,1,0.89,0,2,2014,9,6
170,21,22,1009,1,1.78,0,0,2014,9,7
174,21,23,1009,0,1.79,0,0,2014,9,8
196,21,23,1009,1,0.89,0,0,2014,9,9
207,21,24,1009,0,1.79,0,1,2014,9,10
198,20,26,1008,0,3.58,0,0,2014,9,11
